,Level_A,Level_B,Level_C,Level_D,ids
120,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1406 glycine cleavage system protein T	K00605 gcvT; aminomethyltransferase [EC:2.1.2.10],NGO1406
121,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0562 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0562
122,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0915 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0915
123,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0925 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0925
124,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1404 glycine cleavage system protein H	K02437 gcvH; glycine cleavage system H protein,NGO1404
125,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0713 2-dehydro-3-deoxyphosphogluconate aldolase	K01625 eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],NGO0713
126,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_1521 acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NGO1521
127,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0977 acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NGO0977
128,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0214 phosphate acetyltransferase	K13788 pta; phosphate acetyltransferase [EC:2.3.1.8],NGO0214
129,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0562 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0562
130,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0915 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0915
131,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0925 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0925
132,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0821 acetyl-CoA carboxylase subunit alpha	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],NGO0821
133,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0045 acetyl-CoA carboxylase	K02160 accB; acetyl-CoA carboxylase biotin carboxyl carrier protein,NGO0045
134,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],"NGO_0044 acetyl-CoA carboxylase	K01961 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",NGO0044
135,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0249 acetyl-CoA carboxylase subunit beta	K01963 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],NGO0249
136,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0913 sucC; succinyl-CoA synthetase subunit beta	K01903 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5],NGO0913
137,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_0912 succinyl-CoA synthetase subunit alpha	K01902 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],NGO0912
138,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_1525 methylcitrate synthase	K01659 prpC; 2-methylcitrate synthase [EC:2.3.3.5],NGO1525
139,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_1231 bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	K01682 acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],NGO1231
140,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ngo00640],NGO_1526 prpB; 2-methylisocitrate lyase	K03417 prpB; methylisocitrate lyase [EC:4.1.3.30],NGO1526
141,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_0921 fumarate reductase	K00239 sdhA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1],NGO0921
142,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_0920 sdhB; succinate dehydrogenase	K00240 sdhB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1],NGO0920
143,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_0923 succinate dehydrogenase	K00241 sdhC; succinate dehydrogenase cytochrome b subunit,NGO0923
144,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_0922 succinate dehydrogenase	K00242 sdhD; succinate dehydrogenase membrane anchor subunit,NGO0922
145,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_1061 gabD; succinate-semialdehyde dehydrogenase	K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],NGO1061
146,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_0665 aldehyde dehydrogenase	K08324 sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24],NGO0665
147,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_1236 acetolactate synthase 3 catalytic subunit	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6],NGO1236
148,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],NGO_1235 acetolactate synthase	K01653 E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6],NGO1235
149,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ngo00650],"NGO_0186 butanediol dehydrogenase	K00004 BDH; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]",NGO0186
150,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_1236 acetolactate synthase 3 catalytic subunit	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6],NGO1236
151,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_1235 acetolactate synthase	K01653 E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6],NGO1235
152,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_0913 sucC; succinyl-CoA synthetase subunit beta	K01903 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5],NGO0913
153,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_0912 succinyl-CoA synthetase subunit alpha	K01902 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],NGO0912
154,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_0679 isopropylmalate isomerase	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],NGO0679
155,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_0677 hypothetical protein	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35],NGO0677
156,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ngo00660],NGO_0674 3-isopropylmalate dehydrogenase	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85],NGO0674
157,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:ngo00562],NGO_0671 inositol monophosphatase	K01092 E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],NGO0671
158,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:ngo00562],NGO_2161 inositol monophosphatase	K01092 E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],NGO2161
159,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:ngo00562],NGO_0017 triosephosphate isomerase	K01803 TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1],NGO0017
165,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_1746 NADH dehydrogenase	K00335 nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],NGO1746
174,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_0921 fumarate reductase	K00239 sdhA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1],NGO0921
175,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_0920 sdhB; succinate dehydrogenase	K00240 sdhB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1],NGO0920
176,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_0923 succinate dehydrogenase	K00241 sdhC; succinate dehydrogenase cytochrome b subunit,NGO0923
177,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_0922 succinate dehydrogenase	K00242 sdhD; succinate dehydrogenase membrane anchor subunit,NGO0922
192,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_0223 inorganic pyrophosphatase	K01507 ppa; inorganic pyrophosphatase [EC:3.6.1.1],NGO0223
193,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_0003 polyphosphate kinase	K00937 ppk1; polyphosphate kinase [EC:2.7.4.1],NGO0003
194,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ngo00190],NGO_2113 polyphosphate kinase	K22468 ppk2; polyphosphate kinase [EC:2.7.4.34],NGO2113
195,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_0600 S-formylglutathione hydrolase	K01070 frmB; S-formylglutathione hydrolase [EC:3.1.2.12],NGO0600
196,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_0866 glyA; serine hydroxymethyltransferase	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1],NGO0866
197,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_0617 eno; enolase	K01689 ENO; enolase [EC:4.2.1.11],NGO0617
198,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_2020 phosphoenolpyruvate carboxylase	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],NGO2020
199,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],"NGO_0034 fructose-1	K01624 FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",NGO0034
200,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],"NGO_0862 fructose 1	K03841 FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",NGO0862
201,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_1521 acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NGO1521
202,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_0977 acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NGO0977
203,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_0214 phosphate acetyltransferase	K13788 pta; phosphate acetyltransferase [EC:2.3.1.8],NGO0214
204,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],"NGO_0200 phosphoenolpyruvate synthase	K01007 pps; pyruvate, water dikinase [EC:2.7.9.2]",NGO0200
205,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],"NGO_1258 gpmA; phosphoglyceromutase	K01834 PGAM; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",NGO1258
206,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_1283 MFS transporter	K00831 serC; phosphoserine aminotransferase [EC:2.6.1.52],NGO1283
207,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ngo00680],NGO_1468 phosphoserine phosphatase	K01079 serB; phosphoserine phosphatase [EC:3.1.3.3],NGO1468
209,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ngo00910],NGO_1275 nitric oxide reductase large subunit	K04561 norB; nitric oxide reductase subunit B [EC:1.7.2.5],NGO1275
212,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ngo00910],NGO_1358 hypothetical protein	K00262 E1.4.1.4; glutamate dehydrogenase (NADP+) [EC:1.4.1.4],NGO1358
213,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ngo00910],NGO_1600 glutamine synthetase	K01915 glnA; glutamine synthetase [EC:6.3.1.2],NGO1600
214,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ngo00910],NGO_2079 carbonic anhydrase	K01673 cynT; carbonic anhydrase [EC:4.2.1.1],NGO2079
220,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ngo00920],NGO_1423 serine acetyltransferase	K00640 cysE; serine O-acetyltransferase [EC:2.3.1.30],NGO1423
221,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ngo00920],NGO_0340 cysteine synthase	K01738 cysK; cysteine synthase [EC:2.5.1.47],NGO0340
222,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ngo00920],NGO_0933 metX; homoserine acetyltransferase	K00641 metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],NGO0933
223,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ngo00920],NGO_1149 O-succinylhomoserine sulfhydrolase	K10764 metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],NGO1149
224,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_0821 acetyl-CoA carboxylase subunit alpha	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],NGO0821
225,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_0045 acetyl-CoA carboxylase	K02160 accB; acetyl-CoA carboxylase biotin carboxyl carrier protein,NGO0045
226,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],"NGO_0044 acetyl-CoA carboxylase	K01961 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",NGO0044
227,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_0249 acetyl-CoA carboxylase subunit beta	K01963 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],NGO0249
228,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_1762 acyl carrier protein	K02078 acpP; acyl carrier protein,NGO1762
229,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_2166 malonyl CoA-ACP transacylase	K00645 fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],NGO2166
230,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_2168 3-oxoacyl-ACP synthase	K00648 fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],NGO2168
231,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_1763 3-oxoacyl-ACP synthase	K09458 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],NGO1763
233,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_2163 fabG; 3-ketoacyl-ACP reductase	K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],NGO2163
235,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_1804 3-hydroxyacyl-ACP dehydratase	K02372 fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],NGO1804
236,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_1666 enoyl-ACP reductase	K00208 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],NGO1666
237,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_1213 long-chain fatty acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NGO1213
238,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ngo00061],NGO_0530 long-chain fatty acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NGO0530
239,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ngo00071],NGO_1213 long-chain fatty acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NGO1213
240,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ngo00071],NGO_0530 long-chain fatty acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NGO0530
241,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ngo00071],"NGO_1442 adhP; ethanol-active dehydrogenase/acetaldehyde-active reductase	K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",NGO1442
242,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ngo00561],NGO_2171 phosphate acyltransferase	K03621 plsX; phosphate acyltransferase [EC:2.3.1.274],NGO2171
243,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ngo00561],NGO_0858 acyl-phosphate glycerol 3-phosphate acyltransferase	K08591 plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],NGO0858
244,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ngo00561],NGO_0611 acyl-phosphate glycerol 3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NGO0611
245,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ngo00561],NGO_2069 acyl-phosphate glycerol 3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NGO2069
246,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ngo00561],NGO_1216 DeoR faimly transcriptional regulator	K00901 dgkA; diacylglycerol kinase (ATP) [EC:2.7.1.107],NGO1216
247,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_2021 glycerol-3-phosphate dehydrogenase	K00057 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],NGO2021
248,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_0858 acyl-phosphate glycerol 3-phosphate acyltransferase	K08591 plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],NGO0858
249,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_0611 acyl-phosphate glycerol 3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NGO0611
250,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_2069 acyl-phosphate glycerol 3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NGO2069
251,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_1216 DeoR faimly transcriptional regulator	K00901 dgkA; diacylglycerol kinase (ATP) [EC:2.7.1.107],NGO1216
252,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_1492 phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NGO1492
253,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_1798 phosphatidate cytidylyltransferase	K00981 E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41],NGO1798
254,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_0586 CDP-diacylglycerol--serine O-phosphatidyltransferase	K17103 CHO1; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],NGO0586
255,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_1206 phosphatidylserine decarboxylase	K01613 psd; phosphatidylserine decarboxylase [EC:4.1.1.65],NGO1206
256,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_1247 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	K00995 pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5],NGO1247
257,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_1574 phosphatidylglycerophosphatase	K01095 pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27],NGO1574
258,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ngo00564],NGO_0902 hypothetical protein	K06132 clsC; cardiolipin synthase C [EC:2.7.8.-],NGO0902
259,09100 Metabolism,09103 Lipid metabolism,00565 Ether lipid metabolism [PATH:ngo00565],NGO_1492 phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NGO1492
260,09100 Metabolism,09103 Lipid metabolism,00590 Arachidonic acid metabolism,NGO_1492 phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NGO1492
261,09100 Metabolism,09103 Lipid metabolism,00591 Linoleic acid metabolism,NGO_1492 phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NGO1492
262,09100 Metabolism,09103 Lipid metabolism,00592 alpha-Linolenic acid metabolism [PATH:ngo00592],NGO_1492 phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NGO1492
264,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0375 phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2],NGO0375
265,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0441 ribose-phosphate pyrophosphokinase	K00948 PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1],NGO0441
266,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0263 amidophosphoribosyltransferase	K00764 purF; amidophosphoribosyltransferase [EC:2.4.2.14],NGO0263
267,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1939 phosphoribosylamine--glycine ligase	K01945 purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13],NGO1939
268,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1224 phosphoribosylglycinamide formyltransferase	K11175 purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2],NGO1224
269,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1183 phosphoribosylformylglycinamidine synthase	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3],NGO1183
270,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0526 phosphoribosylaminoimidazole synthetase	K01933 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1],NGO0526
271,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0875 phosphoribosylaminoimidazole carboxylase	K01589 purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18],NGO0875
272,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0748 N5-carboxyaminoimidazole ribonucleotide mutase	K01588 purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18],NGO0748
274,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1711 adenylosuccinate lyase	K01756 purB; adenylosuccinate lyase [EC:4.3.2.2],NGO1711
275,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1466 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase	K00602 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],NGO1466
276,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1311 adenine phosphoribosyltransferase	K00759 APRT; adenine phosphoribosyltransferase [EC:2.4.2.7],NGO1311
277,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1058 stationary phase survival protein SurE	K03787 surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],NGO1058
279,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_2035 hypoxanthine phosphoribosyltransferase	K00760 hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],NGO2035
