,Level_A,Level_B,Level_C,Level_D,ids
115,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB1968 aldA; aldehyde dehydrogenase A	K07248 aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],NMB1968
116,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB0340 gloA; lactoylglutathione lyase	K01759 GLO1; lactoylglutathione lyase [EC:4.4.1.5],NMB0340
117,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB1997 gloB; hydroxyacylglutathione hydrolase	K01069 gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6],NMB1997
119,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB0671 sfcA; malate oxidoreductase (NAD)	K00027 ME2; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],NMB0671
120,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB2096 yojH; malate:quinone oxidoreductase	K00116 mqo; malate dehydrogenase (quinone) [EC:1.1.5.4],NMB2096
121,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],"NMB1613 fumB; fumarate hydratase, class I, anaerobic	K01676 E4.2.1.2A; fumarate hydratase, class I [EC:4.2.1.2]",NMB1613
123,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB2061 ppc; phosphoenolpyruvate carboxylase	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],NMB2061
124,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],"NMB0618 ppsA; phosphoenolpyruvate synthase	K01007 pps; pyruvate, water dikinase [EC:2.7.9.2]",NMB0618
125,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:nme00620],NMB1070 leuA; 2-isopropylmalate synthase	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13],NMB1070
126,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB0954 gltA; citrate synthase	K01647 CS; citrate synthase [EC:2.3.3.1],NMB0954
127,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB1572 acnB; aconitate hydratase 2	K01682 acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],NMB1572
128,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB0216 kat; catalase	K03781 katE; catalase [EC:1.11.1.6],NMB0216
129,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB0029 hprA; glycerate dehydrogenase	K00018 hprA; glycerate dehydrogenase [EC:1.1.1.29],NMB0029
130,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB1830 putative phosphoglycolate phosphatase	K01091 gph; phosphoglycolate phosphatase [EC:3.1.3.18],NMB1830
131,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB0359 glnA; glutamate--ammonia ligase	K01915 glnA; glutamine synthetase [EC:6.3.1.2],NMB0359
132,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB1055 glyA; serine hydroxymethyltransferase	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1],NMB1055
133,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB0574 gcvT; glycine cleavage system T protein	K00605 gcvT; aminomethyltransferase [EC:2.1.2.10],NMB0574
134,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB0947 putative 2-oxoglutarate dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NMB0947
135,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],"NMB0957 lpdA1; 2-oxoglutarate dehydrogenase, E3 component, lipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",NMB0957
136,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],"NMB1344 lpdA2; pyruvate dehydrogenase, E3 component, lipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",NMB1344
138,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB1268 conserved hypothetical protein	K00865 glxK; glycerate 2-kinase [EC:2.7.1.165],NMB1268
139,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB1968 aldA; aldehyde dehydrogenase A	K07248 aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],NMB1968
140,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:nme00630],NMB1394 eda; 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxyphosphogluconate aldolase	K01625 eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],NMB1394
141,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB0435 ackA-1; acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NMB0435
142,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB1518 ackA-2; acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NMB1518
143,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB0631 putative phosphate acetyltransferase Pta	K13788 pta; phosphate acetyltransferase [EC:2.3.1.8],NMB0631
144,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB0947 putative 2-oxoglutarate dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NMB0947
145,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB0957 lpdA1; 2-oxoglutarate dehydrogenase, E3 component, lipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",NMB0957
146,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB1344 lpdA2; pyruvate dehydrogenase, E3 component, lipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",NMB1344
147,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB1139 accA-1; acetyl-CoA carboxylase, carboxyl transferase alpha subunit	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]",NMB1139
148,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB1177 accA-2; acetyl-CoA carboxylase, carboxyl transferase alpha subunit	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]",NMB1177
149,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB1860 accB; acetyl-CoA carboxylase, biotin carboxyl carrier protein	K02160 accB; acetyl-CoA carboxylase biotin carboxyl carrier protein",NMB1860
150,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB1861 accC; acetyl-CoA carboxylase, biotin carboxylase	K01961 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",NMB1861
151,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB0679 accD; acetyl-CoA carboxylase, carboxyl transferase beta subunit	K01963 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]",NMB0679
152,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB0959 sucC; succinyl-CoA synthetase, beta subunit	K01903 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",NMB0959
153,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],"NMB0960 sucD; succinyl-CoA synthetase, alpha subunit	K01902 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]",NMB0960
154,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB0431 pprC; methylcitrate synthase/citrate synthase 2	K01659 prpC; 2-methylcitrate synthase [EC:2.3.3.5],NMB0431
157,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB1572 acnB; aconitate hydratase 2	K01682 acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],NMB1572
158,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:nme00640],NMB0430 putative carboxyphosphonoenolpyruvate phosphonomutase	K03417 prpB; methylisocitrate lyase [EC:4.1.3.30],NMB0430
159,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],"NMB0950 sdhA; succinate dehydrogenase, flavoprotein subunit	K00239 sdhA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]",NMB0950
160,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],"NMB0951 sdhB; succinate dehydrogenase, iron-sulfur protein	K00240 sdhB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",NMB0951
161,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],"NMB0948 sdhC; succinate dehydrogenase, cytochrome b556 subunit	K00241 sdhC; succinate dehydrogenase cytochrome b subunit",NMB0948
162,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],"NMB0949 sdhD; succinate dehydrogenase, hydrophobic membrane anchor protein	K00242 sdhD; succinate dehydrogenase membrane anchor subunit",NMB0949
163,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],NMB1488 gabD; succinate-semialdehyde dehydrogenase (NADP+)	K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],NMB1488
164,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],NMB1353 aldehyde dehydrogenase family protein	K08324 sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24],NMB1353
165,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],NMB1395 alcohol dehydrogenase	K18369 adh2; alcohol dehydrogenase [EC:1.1.1.-],NMB1395
166,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],"NMB1577 ilvI; acetolactate synthase III, large subunit	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",NMB1577
167,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:nme00650],"NMB1576 ilvH; acetolactate synthase III, small subunit	K01653 E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]",NMB1576
169,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],"NMB1577 ilvI; acetolactate synthase III, large subunit	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",NMB1577
170,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],"NMB1576 ilvH; acetolactate synthase III, small subunit	K01653 E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]",NMB1576
171,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],"NMB0959 sucC; succinyl-CoA synthetase, beta subunit	K01903 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",NMB0959
172,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],"NMB0960 sucD; succinyl-CoA synthetase, alpha subunit	K01902 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]",NMB0960
173,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],"NMB1036 leuC; 3-isopropylmalate dehydratase, large subunit	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]",NMB1036
174,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],"NMB1034 leuD; 3-isopropylmalate dehydratase, small subunit	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]",NMB1034
175,09100 Metabolism,09101 Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:nme00660],NMB1031 leuB; 3-isopropylmalate dehydrogenase	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85],NMB1031
176,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:nme00562],NMB1347 suhB; extragenic suppressor protein SuhB	K01092 E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],NMB1347
177,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:nme00562],NMB1924 inositol monophosphatase family protein	K01092 E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],NMB1924
178,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:nme00562],NMB1887 tpiA; triosephosphate isomerase	K01803 TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1],NMB1887
179,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0241 nuoA; NADH dehydrogenase I, A subunit	K00330 nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]",NMB0241
180,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0242 nuoB; NADH dehydrogenase I, B subunit	K00331 nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]",NMB0242
181,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0243 nuoC; NADH dehydrogenase I, C subunit	K00332 nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]",NMB0243
182,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0244 nuoD; NADH dehydrogenase I, D subunit	K00333 nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]",NMB0244
183,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0245 nuoE; NADH dehydrogenase I, E subunit	K00334 nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]",NMB0245
184,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0246 nuoF; NADH dehydrogenase I, F subunit	K00335 nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]",NMB0246
185,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0249 nuoG; NADH dehydrogenase I, G subunit	K00336 nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]",NMB0249
186,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0250 nuoH; NADH dehydrogenase I, H subunit	K00337 nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]",NMB0250
187,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0251 nuoI; NADH dehydrogenase I, I subunit	K00338 nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]",NMB0251
188,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0253 nuoJ; NADH dehydrogenase I, J subunit	K00339 nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]",NMB0253
189,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0254 nuoK; NADH dehydrogenase I, K subunit	K00340 nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]",NMB0254
190,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0257 nuoL; NADH dehydrogenase I, L subunit	K00341 nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]",NMB0257
191,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0258 nuoM; NADH dehydrogenase I, M subunit	K00342 nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]",NMB0258
192,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0259 nuoN; NADH dehydrogenase I, N subunit	K00343 nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",NMB0259
193,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0950 sdhA; succinate dehydrogenase, flavoprotein subunit	K00239 sdhA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]",NMB0950
194,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0951 sdhB; succinate dehydrogenase, iron-sulfur protein	K00240 sdhB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",NMB0951
195,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0948 sdhC; succinate dehydrogenase, cytochrome b556 subunit	K00241 sdhC; succinate dehydrogenase cytochrome b subunit",NMB0948
196,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB0949 sdhD; succinate dehydrogenase, hydrophobic membrane anchor protein	K00242 sdhD; succinate dehydrogenase membrane anchor subunit",NMB0949
197,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB2053 petA; ubiquinol--cytochrome c reductase, iron-sulfur subunit	K00411 UQCRFS1; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]",NMB2053
198,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB2052 petB; ubiquinol--cytochrome c reductase, cytochrome b	K00412 CYTB; ubiquinol-cytochrome c reductase cytochrome b subunit",NMB2052
199,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB2051 petC; ubiquinol--cytochrome c reductase, cytochrome c1	K00413 CYC1; ubiquinol-cytochrome c reductase cytochrome c1 subunit",NMB2051
200,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1725 fixN; cytochrome c oxidase, subunit I	K00404 ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]",NMB1725
201,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1724 fixO; cytochrome c oxidase, subunit II	K00405 ccoO; cytochrome c oxidase cbb3-type subunit II",NMB1724
202,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1723 fixP; cytochrome c oxidase, subunit III	K00406 ccoP; cytochrome c oxidase cbb3-type subunit III",NMB1723
203,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1936 atpA; ATP synthase F1, alpha subunit	K02111 ATPF1A; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]",NMB1936
204,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1934 atpD; ATP synthase F1, beta subunit	K02112 ATPF1B; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",NMB1934
205,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1935 atpG; ATP synthase F1, gamma subunit	K02115 ATPF1G; F-type H+-transporting ATPase subunit gamma",NMB1935
206,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1937 atpH; ATP synthase F1, delta subunit	K02113 ATPF1D; F-type H+-transporting ATPase subunit delta",NMB1937
207,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1933 atpC; ATP synthase F1, epsilon subunit	K02114 ATPF1E; F-type H+-transporting ATPase subunit epsilon",NMB1933
208,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1940 atpB; ATP synthase F0, A subunit	K02108 ATPF0A; F-type H+-transporting ATPase subunit a",NMB1940
209,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1938 atpF; ATP synthase F0, B subunit	K02109 ATPF0B; F-type H+-transporting ATPase subunit b",NMB1938
210,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],"NMB1939 atpE; ATP synthase F0, C subunit	K02110 ATPF0C; F-type H+-transporting ATPase subunit c",NMB1939
211,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],NMB0641 ppa; inorganic pyrophosphatase	K01507 ppa; inorganic pyrophosphatase [EC:3.6.1.1],NMB0641
212,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:nme00190],NMB1900 ppk; polyphosphate kinase	K00937 ppk1; polyphosphate kinase [EC:2.7.4.1],NMB1900
213,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB1304 alcohol dehydrogenase	K00121 frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],NMB1304
214,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB1305 putative esterase	K01070 frmB; S-formylglutathione hydrolase [EC:3.1.2.12],NMB1305
215,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB1055 glyA; serine hydroxymethyltransferase	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1],NMB1055
216,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB0029 hprA; glycerate dehydrogenase	K00018 hprA; glycerate dehydrogenase [EC:1.1.1.29],NMB0029
217,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB1285 eno; enolase	K01689 ENO; enolase [EC:4.2.1.11],NMB1285
218,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB2061 ppc; phosphoenolpyruvate carboxylase	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],NMB2061
219,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],"NMB1869 cbbA; fructose-bisphosphate aldolase	K01624 FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",NMB1869
220,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],"NMB1060 fbp; fructose-1,6-bisphosphatase	K03841 FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",NMB1060
221,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB0435 ackA-1; acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NMB0435
222,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB1518 ackA-2; acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NMB1518
223,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB0631 putative phosphate acetyltransferase Pta	K13788 pta; phosphate acetyltransferase [EC:2.3.1.8],NMB0631
224,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],"NMB0618 ppsA; phosphoenolpyruvate synthase	K01007 pps; pyruvate, water dikinase [EC:2.7.9.2]",NMB0618
225,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],"NMB1604 gpm; phosphoglycerate mutase	K01834 PGAM; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",NMB1604
226,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB1640 serC; phosphoserine aminotransferase	K00831 serC; phosphoserine aminotransferase [EC:2.6.1.52],NMB1640
227,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:nme00680],NMB0981 serB; phosphoserine phosphatase	K01079 serB; phosphoserine phosphatase [EC:3.1.3.3],NMB0981
228,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:nme00910],NMB1623 pan1; major anaerobically induced outer membrane protein	K00368 nirK; nitrite reductase (NO-forming) [EC:1.7.2.1],NMB1623
229,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:nme00910],NMB1622 norB; nitric oxide reductase	K04561 norB; nitric oxide reductase subunit B [EC:1.7.2.5],NMB1622
231,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:nme00910],"NMB1476 gluD; glutamate dehydrogenase, NAD-specific	K00260 gudB; glutamate dehydrogenase [EC:1.4.1.2]",NMB1476
232,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:nme00910],"NMB1710 gdhA; glutamate dehydrogenase, NADP-specific	K00262 E1.4.1.4; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",NMB1710
233,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:nme00910],NMB0359 glnA; glutamate--ammonia ligase	K01915 glnA; glutamine synthetase [EC:6.3.1.2],NMB0359
234,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:nme00910],NMB2025 conserved hypothetical protein	K01673 cynT; carbonic anhydrase [EC:4.2.1.1],NMB2025
235,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1017 sbp; sulfate ABC transporter, periplasmic sulfate-binding protein	K02048 cysP; sulfate/thiosulfate transport system substrate-binding protein",NMB1017
236,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB0881 cysT; sulfate ABC transporter, permease protein	K02046 cysU; sulfate/thiosulfate transport system permease protein",NMB0881
237,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB0880 cysW; sulfate ABC transporter, permease protein	K02047 cysW; sulfate/thiosulfate transport system permease protein",NMB0880
